"label","numbering","text"
"BATANG_TUBUH","100","(1) Pemerintah Daerah wajib menyediakan tempat penyeberangan pejalan kaki yang mudah diakses oleh Penyandang Disabilitas. (2) Persyaratan mengenai tempat penyeberangan pejalan kaki yang mudah diakses oleh Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan. Paragraf 3 Pertamanan dan Pemakaman"
"BATANG_TUBUH","101","(1) Pemerintah Daerah menyediakan fasilitas umum lingkungan pertamanan dan permakaman umum yang mudah diakses oleh Penyandang Disabilitas. (2) Pertamanan dan permakaman yang mudah diakses sebagaimana dimaksud pada ayat (1) dilengkapi dengan fasilitas dan Aksesibilitas bagi Penyandang Disabilitas. Paragraf 4 Permukiman"
"BATANG_TUBUH","102","(1) Pemerintah Daerah memfasilitasi permukiman yang mudah diakses oleh Penyandang Disabilitas. (2) Pemerintah Daerah wajib mengawasi dan memastikan seluruh permukiman yang dibangun oleh pengembang memiliki Aksesibilitas bagi Penyandang Disabilitas. (3) Pengembang sebagaimana dimaksud pada ayat (2) termasuk pihak swasta dan badan usaha milik negara atau badan usaha milik daerah. (4) Ketentuan lebih lanjut mengenai permukiman yang mudah diakses oleh Penyandang Disabilitas diatur dengan Peraturan Bupati. 41 Bagian Kedua Belas Pelayanan Publik"
"BATANG_TUBUH","103","(1) Pemerintah Daerah wajib menyediakan Pelayanan Publik yang mudah diakses oleh Penyandang Disabilitas sesuai dengan ketentuan peraturan perundang-undangan. (2) Pelayanan Publik sebagaimana dimaksud pada ayat (1) termasuk pelayanan jasa transportasi publik. (3) Pelayanan Publik yang mudah diakses sebagaimana dimaksud pada ayat (1) diselenggarakan oleh institusi penyelenggara negara, korporasi, lembaga independen yang dibentuk berdasarkan undang-undang untuk kegiatan Pelayanan Publik, dan badan hukum lain yang dibentuk untuk Pelayanan Publik. (4) Pendanaan Pelayanan Publik bagi Penyandang Disabilitas bersumber dari: a. Anggaran dan Pendapatan Belanja Daerah; dan/atau b. Anggaran korporasi atau badan hukum yang menyelenggarakan Pelayanan Publik."
"BATANG_TUBUH","104","(1) Pemerintah Daerah wajib menyebarluaskan dan menyosialisasikan Pelayanan Publik yang mudah diakses sebagaimana dimaksud dalam Pasal 103 kepada Penyandang Disabilitas dan masyarakat. (2) Penyelenggara Pelayanan Publik wajib menyediakan panduan Pelayanan Publik yang mudah diakses oleh Penyandang Disabilitas."
"BATANG_TUBUH","105","Ketentuan lebih lanjut mengenai Pelayanan Publik yang mudah diakses oleh Penyandang Disabilitas diatur dengan Peraturan Bupati. 42 Bagian Ketiga Belas Pelindungan dari Bencana"
"BATANG_TUBUH","106","(1) Pemerintah Daerah wajib mengambil langkah yang diperlukan untuk menjamin penanganan Penyandang Disabilitas pada tahap prabencana, saat tanggap darurat, dan pascabencana. (2) Penanganan Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) harus memperhatikan Akomodasi yang Layak dan Aksesibilitas untuk Penyandang Disabilitas. (3) Penyandang Disabilitas dapat berpartisipasi dalam penanggulangan bencana. (4) Ketentuan lebih lanjut mengenai penanganan Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) dan ayat (2) serta partisipasi Penyandang Disabilitas sebagaimana dimaksud pada ayat (3) diatur dengan Peraturan Bupati. Bagian Keempat Belas Habilitasi dan Rehabilitasi"
"BATANG_TUBUH","107","(1) Pemerintah Daerah wajib menyediakan atau memfasilitasi layanan habilitasi dan rehabilitasi untuk Penyandang Disabilitas. (2) Habilitasi dan rehabilitasi untuk Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) bertujuan: a. mencapai, mempertahankan, dan mengembangkan kemandirian, kemampuan fisik, mental, sosial, dan keterampilan Penyandang Disabilitas secara maksimal; dan b. memberi kesempatan untuk berpartisipasi dan berinklusi di seluruh aspek kehidupan. 43"
"BATANG_TUBUH","108","Habilitasi dan rehabilitasi untuk Penyandang Disabilitas berfungsi sebagai: a. sarana pendidikan dan pelatihan keterampilan hidup; b. sarana antara dalam mengatasi kondisi disabilitasnya; dan c. sarana untuk mempersiapkan Penyandang Disabilitas agar dapat hidup mandiri dalam masyarakat."
"BATANG_TUBUH","109","Penanganan habilitasi dan rehabilitasi Penyandang Disabilitas dilakukan dalam bentuk: a. layanan habilitasi dan rehabilitasi dalam keluarga dan masyarakat; dan b. layanan habilitasi dan rehabilitasi dalam lembaga."
