"page","text","x0","x1","top","bottom","page_width","font_name","font_size","line_center","page_center","center_score","left_ratio","width_ratio","is_all_caps","label"
"5","- 5 -","285.3","309.90000000000003","37.30000000000007","49.30000000000007","595.4","BCDEEE+BookmanOldStyle","12.0","297.6","297.7","0.00016795431642587487","0.47917366476318446","0.04131676184077935","False","HALAMAN"
"5","LAMPIRAN","290.7","354.15599999999995","72.73000000000002","84.73000000000002","595.4","BCDEEE+BookmanOldStyle","12.0","322.428","297.7","0.041531743365804515","0.4882431978501848","0.10657709103123944","True","LAMPIRAN"
"5","PERATURAN BADAN PUSAT STATISTIK","290.7","524.4119999999999","86.92000000000007","98.92000000000007","595.4","BCDEEE+BookmanOldStyle","12.0","407.5559999999999","297.7","0.18450789385287192","0.4882431978501848","0.39252939200537446","True","LAMPIRAN"
"5","NOMOR 7 TAHUN 2025","290.7","430.5","100.92000000000007","112.92000000000007","595.4","BCDEEE+BookmanOldStyle","12.0","360.6","297.7","0.10564326503191138","0.4882431978501848","0.23480013436345318","True","LAMPIRAN"
"5","TENTANG","290.7","349.488","115.13000000000011","127.13000000000011","595.4","BCDEEE+BookmanOldStyle","12.0","320.094","297.7","0.03761168962042326","0.4882431978501848","0.09873698354047701","True","LAMPIRAN"
"5","KLASIFIKASI BAKU LAPANGAN USAHA","290.7","524.448","129.1300000000001","141.1300000000001","595.4","BCDEEE+BookmanOldStyle","12.0","407.57399999999996","297.7","0.18453812562982863","0.4882431978501848","0.3925898555592879","True","LAMPIRAN"
"5","INDONESIA","290.7","360.24","143.33000000000004","155.33000000000004","595.4","BCDEEE+BookmanOldStyle","12.0","325.47","297.7","0.046640913671481425","0.4882431978501848","0.11679543164259325","True","LAMPIRAN"
"5","KLASIFIKASI BAKU LAPANGAN USAHA INDONESIA","144.25","450.418","185.55000000000007","197.55000000000007","595.4","BCDEEE+BookmanOldStyle","12.0","297.334","297.7","0.0006147127981188873","0.24227410144440714","0.514222371514948","True","LAMPIRAN"
"5","A PERTANIAN, KEHUTANAN, DAN PERIKANAN","70.825","378.614","213.7500000000001","225.7500000000001","595.4","BCDEEE+BookmanOldStyle","12.0","224.71949999999998","297.7","0.12257389989922743","0.11895364460866645","0.5169449109842122","True","LAMPIRAN"
"5","Kategori ini mencakup eksploitasi sumber daya alam nabati dan","113.45","524.2339999999997","227.7500000000001","239.7500000000001","595.4","BCDEEE+BookmanOldStyle","12.0","318.84199999999987","297.7","0.03550890157877038","0.19054417198522003","0.6899294591871007","False","LAMPIRAN"
"5","hewani yang meliputi pertanian tanaman, budi daya dan pembibitan","113.45","524.1500000000001","241.95000000000005","253.95000000000005","595.4","BCDEEE+BookmanOldStyle","12.0","318.80000000000007","297.7","0.03543836076587182","0.19054417198522003","0.6897883775613035","False","LAMPIRAN"
"5","hewan, pemanenan kayu dan tanaman lainnya, penangkapan serta","113.45","524.018","255.95000000000005","267.95000000000005","595.4","BCDEEE+BookmanOldStyle","12.0","318.73400000000004","297.7","0.03532751091703065","0.19054417198522003","0.6895666778636211","False","LAMPIRAN"
"5","pembudidayaan ikan dan biota air lainnya, dan produksi produk","113.45","524.186","270.1500000000001","282.1500000000001","595.4","BCDEEE+BookmanOldStyle","12.0","318.81800000000004","297.7","0.03546859254282844","0.19054417198522003","0.6898488411152167","False","LAMPIRAN"
"5","hewan dari peternakan atau habitat aslinya.","113.45","375.48599999999993","284.1700000000001","296.1700000000001","595.4","BCDEEE+BookmanOldStyle","12.0","244.46799999999996","297.7","0.08940544171985225","0.19054417198522003","0.44010077258985547","False","LAMPIRAN"
"5","Kategori ini juga mencakup pertanian organik, budi daya tanaman","113.45","524.1379999999999","298.1700000000001","310.1700000000001","595.4","BCDEEE+BookmanOldStyle","12.0","318.794","297.7","0.03542828350688612","0.19054417198522003","0.6897682230433321","False","LAMPIRAN"
"5","tanpa tanah, hidroponik, akuaponik, akuakultur, budi daya tanaman","113.45","524.0419999999999","312.3800000000001","324.3800000000001","595.4","BCDEEE+BookmanOldStyle","12.0","318.746","297.7","0.03534766543500167","0.19054417198522003","0.6896069868995632","False","LAMPIRAN"
"5","rekayasa genetika dan hewan rekayasa genetika.","113.45","400.8859999999999","326.3800000000001","338.3800000000001","595.4","BCDEEE+BookmanOldStyle","12.0","257.16799999999995","297.7","0.06807524353375889","0.19054417198522003","0.4827611689620422","False","LAMPIRAN"
"5","Kategori ini tidak mencakup aktivitas rumah tangga yang","113.45","524.15","340.58000000000004","352.58000000000004","595.4","BCDEEE+BookmanOldStyle","12.0","318.8","297.7","0.03543836076587172","0.19054417198522003","0.6897883775613033","False","LAMPIRAN"
"5","memproduksi barang untuk kebutuhan sendiri yang tidak dapat","113.45","524.0779999999997","354.58000000000004","366.58000000000004","595.4","BCDEEE+BookmanOldStyle","12.0","318.7639999999999","297.7","0.03537789721195819","0.19054417198522003","0.6896674504534763","False","LAMPIRAN"
"5","dipisahkan yang diklasifikasikan dalam subgolongan 9810.","113.45","463.11800000000005","368.7800000000001","380.7800000000001","595.4","BCDEEE+BookmanOldStyle","12.0","288.28400000000005","297.7","0.01581457843466567","0.19054417198522003","0.5872824991602286","False","LAMPIRAN"
"5","01 PERTANIAN TANAMAN, PETERNAKAN, PERBURUAN, DAN KEGIATAN","70.825","524.3059999999999","396.80000000000007","408.80000000000007","595.4","BCDEEE+BookmanOldStyle","12.0","297.5655","297.7","0.00022589855559288332","0.11895364460866645","0.7616409136714812","True","LAMPIRAN"
"5","JASA TERKAIT","113.45","201.64999999999998","411.0000000000001","423.0000000000001","595.4","BCDEEE+BookmanOldStyle","12.0","157.54999999999998","297.7","0.23538797447094392","0.19054417198522003","0.14813570708767212","True","LAMPIRAN"
"5","Golongan pokok ini mencakup dua kegiatan dasar yakni produksi","113.45","524.0179999999999","425.0","437.0","595.4","BCDEEE+BookmanOldStyle","12.0","318.734","297.7","0.035327510917030555","0.19054417198522003","0.689566677863621","False","LAMPIRAN"
"5","tanaman dan hewan, yang meliputi kegiatan pertanian tanaman","113.45","523.8979999999998","439.2","451.2","595.4","BCDEEE+BookmanOldStyle","12.0","318.6739999999999","297.7","0.0352267383271749","0.19054417198522003","0.6893651326839096","False","LAMPIRAN"
"5","pangan, perkebunan, dan hortikultura; kegiatan pemeliharaan hewan;","113.45","524.2819999999999","453.2","465.2","595.4","BCDEEE+BookmanOldStyle","12.0","318.866","297.7","0.03554921061471279","0.19054417198522003","0.6900100772589854","False","LAMPIRAN"
"5","perburuan dan penangkapan; serta kegiatan jasa yang terkait.","113.45","482.2099999999999","467.40000000000003","479.40000000000003","595.4","BCDEEE+BookmanOldStyle","12.0","297.83","297.7","0.00021834061135370415","0.19054417198522003","0.6193483372522673","False","LAMPIRAN"
"5","Golongan pokok ini mencakup pertanian di lahan terbuka, di bawah","113.45","523.9699999999999","481.40000000000003","493.40000000000003","595.4","BCDEEE+BookmanOldStyle","12.0","318.71","297.7","0.03528720188108833","0.19054417198522003","0.6894860597917365","False","LAMPIRAN"
"5","penutup, atau di rumah kaca.","113.45","291.13399999999996","495.40000000000003","507.40000000000003","595.4","BCDEEE+BookmanOldStyle","12.0","202.29199999999997","297.7","0.16024185421565337","0.19054417198522003","0.29842794759825325","False","LAMPIRAN"
"5","Golongan pokok ini juga mencakup budi daya tanaman tanpa tanah,","113.45","524.018","509.63","521.63","595.4","BCDEEE+BookmanOldStyle","12.0","318.73400000000004","297.7","0.03532751091703065","0.19054417198522003","0.6895666778636211","False","LAMPIRAN"
"5","seperti hidroponik dan akuaponik. Kegiatan pertanian tidak","113.45","524.234","523.63","535.63","595.4","BCDEEE+BookmanOldStyle","12.0","318.84200000000004","297.7","0.035508901578770666","0.19054417198522003","0.6899294591871012","False","LAMPIRAN"
"5","mencakup kegiatan pengolahan dari komoditas pertanian yang","113.45","523.9340000000001","537.8299999999999","549.8299999999999","595.4","BCDEEE+BookmanOldStyle","12.0","318.69200000000006","297.7","0.035256970104131806","0.19054417198522003","0.6894255962378235","False","LAMPIRAN"
"5","termasuk dalam kategori C (industri). Penyiapan produk untuk pasar","113.45","524.388","551.8299999999999","563.8299999999999","595.4","BCDEEE+BookmanOldStyle","12.0","318.91900000000004","297.7","0.03563822640241863","0.19054417198522003","0.6901881088343972","False","LAMPIRAN"
